name,lat,lon,type,id,amenity,shop,tourism
"Mado","39.8726055","32.8613587","node","4065224293","cafe","",""
"McDonald's","39.8727125","32.8614204","node","4065224294","fast_food","",""
"Starbucks","39.8752217","32.8636197","node","4065224296","cafe","",""
"Subway","39.8719261","32.8609617","node","4065224297","fast_food","",""
"Urfalı Hacı Mehmet","39.8744869","32.8631611","node","4065224300","restaurant","",""
"Burger King","39.87137","32.8615536","node","4065233802","fast_food","",""
"Oçakbaşı","39.9927907","32.8070052","node","4070363348","restaurant","",""
"Topkapı cafe","39.9253138","32.8475407","node","4070498917","cafe","",""
"Özler Döner","39.9285586","32.8534581","node","4071220581","restaurant","",""
"Kahve Şöleni","39.9693137","32.7837379","node","4072912955","cafe","",""
"Bursa İskender","39.9708494","32.8369881","node","4074727506","restaurant","",""
"Yaren Sofrası","39.9736314","32.8422378","node","4074727519","restaurant","",""
"Aydın İşkembecisi","40.0041495","32.8560705","node","4075148025","restaurant","",""
"Ova Yaprak Döner","39.9845826","32.8591368","node","4076586688","restaurant","",""
"Domino's","39.8750321","32.8603549","node","4077386949","fast_food","",""
"Domino's","39.9925079","32.8744214","node","4078289271","fast_food","",""
"Firezza Cafe","39.9800067","32.8683517","node","4078289376","cafe","",""
"Palet Pastanesi","39.897755","32.871463","node","4081574896","cafe","",""
"House Cafe","39.8983579","32.8694133","node","4081595254","cafe","",""
"Kafes Fırın","39.8980776","32.8710662","node","4081598561","cafe","",""
"Hazneşah","40.0433827","32.9006524","node","4082968007","restaurant","",""
"ANKA FIRIN","39.8655844","32.6530517","node","4083071089","","bakery",""
"Elit Restaurant","40.2029806","32.6810241","node","4087565571","restaurant","",""
"Zeytin","39.8975642","32.7738707","node","4099972191","restaurant","",""
"London Pub","39.9075654","32.8584993","node","4109184492","cafe","",""
"Düveroğlu","39.8912453","32.7020892","node","4112347494","restaurant","",""
"Dönerci Hacı Baba","39.8894323","32.8187603","node","4112347990","restaurant","",""
"Tadım Pide","40.0078023","32.8760761","node","4116177161","restaurant","",""
"Çağlar Pide","39.9805202","32.886299","node","4118951001","restaurant","",""
"Net Piknik","39.9222792","32.8559237","node","4119001400","restaurant","",""
"Tarihî Özen Lokantası","39.9227044","32.8560281","node","4119008893","restaurant","",""
"Urfalı Kebap","39.9786993","32.8723479","node","4123070939","restaurant","",""
"Arslan Sofrası","39.9781107","32.8728126","node","4123070958","restaurant","",""
"Namzet Cafe","39.9766738","32.874781","node","4123071005","cafe","",""
"Konyalı Hacı Usta","39.9107722","32.7658916","node","4123594296","restaurant","",""
"Butcha Steakhouse","39.8834656","32.7594772","node","4123609798","restaurant","",""
"Pilita Pastaevi","39.9335667","32.8363931","node","4140701544","cafe","",""
"Urfalı Kebap","39.971392","32.8870684","node","4151199590","restaurant","",""
"Zoka","39.8318742","32.7500669","node","4156239690","restaurant","",""
"Develi Pide Salonu","39.9617465","32.8728421","node","4177833885","restaurant","",""
"Denizatı","39.8246839","32.7167126","node","4180765580","cafe","",""
"illy Espressamente","39.9127246","32.8099022","node","4190037936","cafe","",""
"Tolga Balıkçilık","39.9694042","32.7994117","node","4208909589","restaurant","",""
"Gümüş Pastanesi","39.9341345","32.8341472","node","4208976937","cafe","",""
"Efor Makina","39.790202","32.383119","node","4215490891","","confectionery",""
"Domino's Pizza","39.9622989","32.877732","node","4220855775","fast_food","",""
"Ünlü Balık Lokantası","39.9622864","32.8778884","node","4220855776","restaurant","",""
"Burger King","39.9617264","32.8802922","node","4220910565","fast_food","",""
"Meşhur Adıyaman Çiğköftecisi","39.9727745","32.8895372","node","4224984495","fast_food","",""
"Pakalın Pastanesi","39.9720028","32.8875514","node","4224984796","cafe","",""
"Site Simit Sarayı","39.9722504","32.8872749","node","4224985091","fast_food","",""
"Cemre Simit&Börek Evi","39.9725304","32.8868922","node","4225036290","fast_food","",""
"Haleb-i Patisserie","39.9726312","32.8867604","node","4225051291","cafe","",""
"Osmanlı Sofrası","39.9720202","32.8795605","node","4225089489","restaurant","",""
"Akat Pide","39.9745542","32.8910342","node","4225096995","restaurant","",""
"Kommagene Çiğköfte","39.972994","32.8953958","node","4225164889","fast_food","",""
"Mezzaluna","39.8974737","32.8638741","node","4226492914","restaurant","",""
"Maraş Dondurma","39.973758","32.8907632","node","4230702193","fast_food","",""
"Victoria ","39.98399","32.8540601","node","4232357789","cafe","",""
"Karma mutfak","39.9269866","32.8545539","node","4237565492","cafe","",""
"Keyifli Kafe","39.924352","32.8559404","node","4240770617","cafe","",""
"Violet Pastanesi","40.0101181","32.8769662","node","4252266034","","bakery",""
"CafeMount","39.9001605","32.7738507","node","4257719403","cafe","",""
"Bostancıoğlu Pide Kebap Salonu","39.9103017","32.9557887","node","4273073037","restaurant","",""
"Memo Pide Kebap","39.9114903","32.9046462","node","4290718107","restaurant","",""
"Halk ekmek","39.993655","32.8001217","node","4296739489","","bakery",""
"Akay Çorba","39.913018","32.8577647","node","4301635289","restaurant","",""
"Hicaz pastanesi","39.9280117","32.8545224","node","4302559794","cafe","",""
"Aspava","39.9267482","32.894436","node","4314366825","restaurant","",""
"Misbaşak","39.8808236","32.8236535","node","4317474717","","bakery",""
"İdeal Yemek Büfesi","39.9300784","32.8740549","node","4324773476","restaurant","",""
"Cafe Alis","39.8728708","32.7633101","node","4326349617","cafe","",""
"Coffee Break","39.874182","32.7619448","node","4326349618","cafe","",""
"Le Piment Rouge Restoran","39.8742829","32.7616525","node","4326349624","restaurant","",""
"Mozart Cafe","39.8695452","32.7550274","node","4326349625","cafe","",""
"Mozart Cafe","39.8706239","32.7647853","node","4326349626","cafe","",""
"Mozart Cafe","39.871365","32.7641845","node","4326349627","cafe","",""
"Sultan Restoran","39.8723757","32.7639297","node","4326349636","restaurant","",""
"Yeni Cafe","39.8721421","32.764045","node","4326349638","cafe","",""
"Kimya Kantini","39.893285","32.7825948","node","4327395490","fast_food","",""
"Monamour Night Club","39.9240769","32.8489006","node","4330148989","nightclub","",""
"SR Döner","39.9221881","32.88532","node","4330703289","restaurant","",""
"Domino's","39.9232509","32.8857392","node","4330703343","fast_food","",""
"Kebap 9","39.9015248","32.8737081","node","4331201190","restaurant","",""
"Hayat Cafe","39.9024782","32.8726657","node","4331201191","cafe","",""
"Esat Unlu Mamüller","39.8999138","32.8749171","node","4331217491","","bakery",""
"Elif Pide Kebap","39.9004469","32.8741512","node","4331217589","restaurant","",""
"CafeModern","39.9317639","32.8493139","node","4333122652","cafe","",""
"Lina simit","39.9996024","32.8521865","node","4335731192","","bakery",""
"Pastel","39.8957079","32.7976125","node","4343638039","bar","",""
"Atapark Fırın","40.0087266","32.8452","node","4343873892","","bakery",""
"Urfalım Kebap","40.0081792","32.8448282","node","4343888889","restaurant","",""
"Köşem Lokantası","39.9347593","32.8756824","node","4345781174","restaurant","",""
"Mutlu Döner","39.9230783","32.8502052","node","4346957209","restaurant","",""
"Burger King","39.9219968","32.8515354","node","4347154152","fast_food","",""
"Dondurma","39.9868178","32.8161148","node","4347226534","cafe","",""
"Çiğ Köfte","39.986824","32.8160392","node","4347231161","fast_food","",""
"Konyalı Etli Ekmek","39.8596881","32.81589","node","4362378028","restaurant","",""
"Domino's Pizza","39.8617318","32.8168344","node","4362378044","fast_food","",""
"Little Caesar's","39.8611708","32.8169582","node","4362378061","fast_food","",""
"Tadım Pizza","39.8645337","32.818911","node","4362378092","fast_food","",""
"Livane Restaurant - Artvin Evi","39.8632496","32.8160477","node","4362419317","restaurant","",""
"Tatbak Kebap","39.8673349","32.822","node","4362545680","restaurant","",""
"Ezgisu Pide Kebap","39.8681211","32.8231096","node","4362548294","restaurant","",""
"Mozaik Kebap","39.8696645","32.8273802","node","4362548364","restaurant","",""
"Zeytin Ağacı","39.8813159","32.8148821","node","4362653320","cafe","",""
"Aspava kebap","39.9188615","32.8270898","node","4370459094","restaurant","",""
"Sim pastanesi","39.9216418","32.8264386","node","4370460092","fast_food","",""
"Karadeniz ev yemekleri","39.9229426","32.8282662","node","4370470191","restaurant","",""
"Adrenal","39.9192933","32.8285644","node","4371605591","bar","",""
"Bla Bla","39.9192096","32.8282868","node","4371605690","bar","",""
"Dolunay Cafe","39.9190737","32.828572","node","4371616189","cafe","",""
"Coffee Lab","39.9194687","32.8273582","node","4377717036","cafe","",""
"Kalensöve Dondurma","39.981315","32.6894037","node","4379571091","fast_food","",""
"Dede'nin Yeri","40.0231853","32.9197341","node","4379750947","restaurant","",""
"Saraylar Sofrası","39.9651365","32.8726462","node","4387450793","restaurant","",""
"Doyum Döner Kebap","39.9563903","32.862955","node","4387452091","restaurant","",""
"Kardelen Kır Bahçesi","40.1862936","33.0230862","node","4390348150","restaurant","",""
"Kariyer Döner","39.7937387","32.8062345","node","4390358591","fast_food","",""
"Newcastle","39.849036","32.8353923","node","4395911593","restaurant","",""
"Big Chefs","39.8493777","32.8346605","node","4395920304","restaurant","",""
"Starbucks","39.8491484","32.8350442","node","4395976390","cafe","",""
"Burger King","39.9094227","32.7947181","node","4396568191","fast_food","",""
"Hacettepe Üniversitesi Sosyal Bilimler Meslek Yüksekokulu","39.9342215","32.8562082","node","4396744490","school","","artwork"
"Siyez","39.8916223","32.8253639","node","4406510190","restaurant","",""
"Leziz","39.8917361","32.8253448","node","4406510466","restaurant","",""
"Dadaşlar Torum Çağ Et Evi","39.8919126","32.8253325","node","4406511277","restaurant","",""
"Kete Unlu Mamüller","39.8919628","32.8254263","node","4406511962","","bakery",""
"Yıldız 95","39.8922655","32.8270732","node","4406517026","restaurant","",""
"Seyir Tepesi","39.8757618","32.8493073","node","4407739435","","","viewpoint"
"This Town's Last Stop","39.8701883","32.6803789","node","4409871292","restaurant","",""
"Rasgele Balıkçı","39.8676583","32.8576469","node","4411428458","restaurant","",""
"Kanatçı","39.8678169","32.8573639","node","4411428459","restaurant","",""
"Balıkhan","39.8673206","32.8570941","node","4411428480","restaurant","",""
"Gusto","39.8639057","32.8556995","node","4411452285","cafe","",""
"uygur","39.9254574","32.8646989","node","4417189818","restaurant","",""
"1994 Cafe Colors","39.8483247","32.8394883","node","4418872892","cafe","",""
"Bolu Mangal Keyfi","39.960367","32.5857958","node","4419879191","restaurant","",""
"Efsane Dürümcü","40.0388068","32.9006161","node","4420380989","restaurant","",""
"Bereket Sofrası","39.950418","32.5859168","node","4421682793","restaurant","",""
"Pizza Time","39.896462","32.9218832","node","4424289690","restaurant","",""
"Mado","39.9644415","32.5798673","node","4427707091","cafe","",""
"11 Kardeşler Kebap Salonu","39.9622988","32.5793123","node","4427707103","restaurant","",""
"Ocakbaşı","39.9607323","32.5840818","node","4430315209","restaurant","",""
"Mevlana Pide Kebap","39.9502222","32.595463","node","4435581790","restaurant","",""
"Kolcuoğlu","39.9034669","32.8088957","node","4436250441","restaurant","",""
"Müslüm Kebap","39.904207","32.8097747","node","4436250464","restaurant","",""
"Hacıhasanoğlu Fırını","39.959797","32.5650299","node","4445133626","","bakery",""
"The Italian Cut","39.9203063","32.829672","node","4452950189","restaurant","",""
"Gümüşordu Unlu Manüller","39.9855228","32.845871","node","4456453891","","bakery",""
"Özgümüşoğlu Düğün Sarayı","39.9838738","32.8465882","node","4456459089","nightclub","",""
"Mangal Kebap","39.9655627","32.5858897","node","4486671147","restaurant","",""
"Şanlıurfa Kebap Sarayı","39.9643115","32.577326","node","4492236878","restaurant","",""
"Palmiye Pide & Kebap","39.9647695","32.5757811","node","4492236879","restaurant","",""
"Annem Pide & Kebap Salonu","39.9534672","32.5972448","node","4494899190","","bakery",""
"Gül Aspava Pide Kebap","39.934435","32.6514371","node","4500072805","restaurant","",""
"Alnıaçıklar Restaurant & Cafe","39.963993","32.5817854","node","4500211102","cafe","",""
"Çağ Kebap","39.9645077","32.5972326","node","4500300145","restaurant","",""
"Eğriçimen","39.7920057","32.6905227","node","4510939177","restaurant","",""
"Mutlu Kebap Pide Salonu","39.9926059","32.6139763","node","4520287380","restaurant","",""
"Little Caesars","39.9819697","32.6263475","node","4520480829","fast_food","",""
"EskiYeni Bar","39.9224813","32.8558049","node","4524003491","bar","",""
"Telwe","39.9223925","32.8558534","node","4524023589","bar","",""
"Sakal Pub","39.9091785","32.8584839","node","4524023989","pub","",""
"Hazar Unlu Mamülleri","39.8972801","32.6540714","node","4540092991","","bakery",""
"Sadık Usta","39.9041038","32.8715425","node","4541287728","cafe","",""
"art garden","39.933729","32.9001221","node","4554417689","cafe","",""
"Doy Doy Pide & Kebap Salonu","39.9653866","32.7833842","node","4564575694","restaurant","",""
"Erzurum Çağ Kebabı","39.9638676","32.7828779","node","4564594523","restaurant","",""
"Develi Vip Pide & Kebap Salonu","39.9620446","32.781063","node","4564687994","restaurant","",""
"Ala Döner","39.9248439","32.8521562","node","4579394125","restaurant","",""
"Kayseri Tepsi Mantıcı","39.878376","32.8753409","node","4588953558","restaurant","",""
"Çalıkuşu","39.96553","32.8105788","node","4612183192","restaurant","",""
"Dalyan Balık Lokantası","39.8485501","32.8350738","node","4614815294","restaurant","",""
"Cihan Kebap","39.8484306","32.835566","node","4614815295","restaurant","",""
"Dönerci Ali Efendi","39.8485253","32.8348901","node","4614815296","restaurant","",""
"Fırıncı Orhan","39.8482639","32.8346406","node","4614815297","","bakery",""
"McDonald's","39.8481143","32.8338851","node","4614856663","fast_food","",""
"Burger King","39.8476912","32.8327519","node","4614856664","fast_food","",""
"Deniz Atı","39.8484084","32.8347163","node","4614866409","","pastry",""
"Mado","39.849497","32.8348805","node","4614866413","cafe","",""
"Demlik","39.8498378","32.8354116","node","4614866414","cafe","",""
"Kayseri Mutfağı","39.8478741","32.8332822","node","4614872996","restaurant","",""
"Meşhur Öz Dürümcü Aspava","39.8519139","32.8543027","node","4614884034","restaurant","",""
"Starbucks","39.8473817","32.8563865","node","4614884035","cafe","",""
"Balcon","39.9088948","32.8588287","node","4615157585","cafe","",""
"Garden Pub","39.9089133","32.8589038","node","4615157586","bar","",""
"El Paso","39.9081212","32.8596676","node","4617561918","bar","",""
"Twister","39.9069669","32.8598311","node","4617561921","pub","",""
"Hayyami","39.9068888","32.8598553","node","4617561922","bar","",""
"Puhu","39.9068126","32.8602764","node","4617561923","pub","",""
"Tutti's","39.9068455","32.8601503","node","4617561924","bar","",""
"Corvus Pub","39.9067447","32.8601825","node","4617561925","pub","",""
"Rumeli","39.9065431","32.8599652","node","4617561927","restaurant","",""
"Marmaris Balıkçısı","39.9064382","32.8599786","node","4617561928","restaurant","",""
"Wuyang","39.9063559","32.8600001","node","4617561929","restaurant","",""
"Abbas Waffle","39.9058723","32.8600591","node","4617561930","cafe","",""
"Subway","39.9057962","32.8604453","node","4617561932","fast_food","",""
"Leman Kültür","39.9070698","32.8598097","node","4617561933","cafe","",""
"Mangal Kebap","39.9073198","32.8596594","node","4617561935","restaurant","",""
"Dubh Linn","39.9072087","32.8605848","node","4617571300","pub","",""
"Starbucks","39.903322","32.8604558","node","4617640453","cafe","",""
"Cafe Rosso","39.90815","32.8614807","node","4617717369","cafe","",""
"Papirüs","39.9078311","32.8613278","node","4617717371","pub","",""
"Black Pub","39.9077107","32.8612125","node","4617717373","pub","",""
"Beeves Burger","39.9072776","32.8614874","node","4617717379","restaurant","",""
"Elizinn","39.9067795","32.8612594","node","4617717381","cafe","pastry",""
"Hosta","39.905825","32.8609054","node","4617717385","fast_food","",""
"The House Cafe","39.8974874","32.8673682","node","4619031442","cafe","",""
"Deli Yengeç","39.8970867","32.8670302","node","4619031443","restaurant","",""
"Tünel Pub","39.8976268","32.8659842","node","4619031446","pub","",""
"Noxus","39.9164369","32.8578999","node","4619051190","bar","",""
"Domino's","39.9187985","32.8593866","node","4619135197","fast_food","",""
"IF Performance Hall","39.9117741","32.8558963","node","4619389478","bar","",""
"DubhLihn Üsküp","39.8947916","32.8584927","node","4619389480","restaurant","",""
"Tadım Pizza Farabi","39.896264","32.8586403","node","4619389483","restaurant","",""
"Meşhur Özçelik Aspava","39.9065624","32.8692653","node","4620215909","restaurant","",""
"Domino's","39.9052168","32.8672268","node","4620237870","fast_food","",""
"AşkUn Patisserie","39.8245396","32.7176762","node","4620294292","cafe","",""
"Cafe Bien","39.9070508","32.85963","node","4621621597","bar","",""
"Bolulu Hasan Usta","39.921268","32.8555163","node","4621720933","cafe","",""
"McDonald's","39.9219359","32.8544811","node","4621720962","fast_food","",""
"McDonald's","39.9205408","32.8528467","node","4621720965","fast_food","",""
"Can Balık","39.9221937","32.8559652","node","4621720969","restaurant","",""
"Balıkhane","39.9224051","32.8566992","node","4621720970","restaurant","",""
"Blues","39.9224837","32.8569893","node","4621720971","pub","",""
"Hosta","39.922049","32.8565461","node","4621720973","fast_food","",""
"Tattaze Sakarya","39.921995","32.8564612","node","4621720974","cafe","",""
"HD İskender","39.9222134","32.8553793","node","4621720984","restaurant","",""
"Simit Dünyası","39.9219481","32.8551041","node","4621724494","cafe","",""
"Hosta","39.9217143","32.8552327","node","4621724495","fast_food","",""
"İnsan Hakları","39.9193838","32.8559962","node","4621807650","","","artwork"
"Kebo","39.9190925","32.8561646","node","4621807652","fast_food","",""
"Babel","39.9189839","32.8561906","node","4621807654","bar","",""
"Colambia Coffee","39.9236128","32.8255508","node","4622000174","cafe","",""
"Subway","39.8849164","32.8512355","node","4622053962","fast_food","",""
"Bilgisayar Mühendisliği Kantini","39.8918017","32.7835588","node","4622453639","fast_food","",""
"Mühendislik Merkez Kantini","39.8923202","32.7832652","node","4622453640","fast_food","",""
"Bilim Ağacı","39.9080488","32.7838684","node","4622453641","","","artwork"
"Bilim Işığında Kanatlanan Hezarfen Ahmet Efendi Heykeli","39.8937123","32.7852218","node","4622591847","","","artwork"
"4. Yurt Kantini","39.8895581","32.7889687","node","4622731256","fast_food","",""
"3. Yurt Kantini","39.889809","32.7882795","node","4622731257","fast_food","",""
"5. Yurt Kantini","39.8891124","32.7899164","node","4622731258","fast_food","",""
"7. Yurt Kantini","39.8890547","32.7890836","node","4622731259","fast_food","",""
"8. Yurt Kantini","39.8888785","32.7882684","node","4622731260","fast_food","",""
"1. Yurt Kantini","39.890519","32.7883875","node","4622731261","fast_food","",""
"9. Yurt Kantini","39.8879191","32.7904532","node","4622731262","cafe","",""
"6. Yurt Kantini","39.8884022","32.7899915","node","4622731263","fast_food","",""
"Komagene","39.8885368","32.7887219","node","4622731264","fast_food","",""
"Kocatepe Kahve Evi","39.8897868","32.7906368","node","4622731267","cafe","",""
"Coffee 101","39.8926327","32.7884385","node","4622731268","cafe","",""
"İİBF Kantini (Gizem Cafe)","39.8981806","32.7828811","node","4622917821","fast_food","",""
"Mimarlık Kantini","39.8976188","32.7817599","node","4622917822","fast_food","",""
"Biyoloji Kantini","39.8958101","32.7800138","node","4622917823","fast_food","",""
"Zeynel Çilli","39.8922406","32.7878716","node","4622983577","restaurant","",""
"İnşaat Mühendisliği Kantini","39.8903691","32.783412","node","4623014831","fast_food","",""
"Teras Cafe","39.8926245","32.788149","node","4623055082","cafe","",""
"Coffee Break","39.8918125","32.7888813","node","4623060235","cafe","",""
"Çatı","39.8926945","32.7822211","node","4623064865","restaurant","",""
"Mado","39.8915495","32.8733844","node","4624060611","cafe","",""
"Divan Patisserie","39.8922152","32.8745189","node","4624060617","","pastry",""
"Kahve Ateşi","39.8939459","32.8768552","node","4624060634","cafe","",""
"Kahve Dünyası","39.8941887","32.877169","node","4624060635","cafe","",""
"MAMA'S BURGER @ CAJUN CHICKEN GOP","39.8945777","32.8775606","node","4624060636","fast_food","",""
"Kebap Ağa","39.8948678","32.8783545","node","4624060638","restaurant","",""
"Liva GOP","39.8949481","32.8784242","node","4624060639","","pastry",""
"Cafe Home Cooking","39.8954605","32.8783652","node","4624060640","restaurant","",""
"Cafe Bıyık","39.8962178","32.8796768","node","4624060643","cafe","",""
"Vitamin","39.8970224","32.8801865","node","4624060646","restaurant","",""
"Müslüm Kebap","39.8963454","32.8798244","node","4624060647","restaurant","",""
"Spice Curry House","39.8944158","32.8772907","node","4624295264","restaurant","",""
"Pizza Il Forno","39.876569","32.8605285","node","4624318156","restaurant","",""
"Papazın Bağı","39.894447","32.8728775","node","4624318157","restaurant","",""
"Ayvalık Meze Balık","39.9082487","32.860837","node","4626474024","restaurant","",""
"Ayvaz","39.9041487","32.859833","node","4626474032","restaurant","",""
"Beyzade","39.9131288","32.8590801","node","4626502287","restaurant","",""
"Adana Sofrası","39.8759422","32.8621137","node","4627366897","restaurant","",""
"Şölen Kebap","39.8730151","32.8600484","node","4627366904","restaurant","",""
"May","39.872799","32.8600001","node","4627366905","cafe","",""
"Meşhur Adıyaman Çiğköftecisi","39.8726857","32.8599974","node","4627366906","fast_food","",""
"Eylül Döner","39.8726466","32.8596488","node","4627366907","restaurant","",""
"Wrapper Sandwich","39.8722246","32.8601396","node","4627366920","fast_food","",""
"Simit Tuna Cafe","39.8725705","32.8601852","node","4627366921","cafe","",""
"Pizza House","39.8713744","32.8595254","node","4627366929","fast_food","",""
"Meşhur Van Kahvaltısı","39.8709926","32.8589487","node","4627366930","cafe","",""
"Girit Mantı","39.8702546","32.8590104","node","4627366931","restaurant","",""
"Kişniş","39.8687013","32.8576157","node","4627366938","fast_food","",""
"Beyran Antep Mutfağı","39.8686314","32.8575432","node","4627366939","restaurant","",""
"Fasıl Ocakbaşı","39.8683267","32.8572616","node","4627366940","restaurant","",""
"Fırın Pide & Kebap","39.8682454","32.8567466","node","4627366942","restaurant","",""
"Selami Usta","39.8681919","32.856819","node","4627366943","restaurant","",""
"Dedem Sandwich","39.868127","32.8569504","node","4627366945","fast_food","",""
"Simitcii","39.8680694","32.8569853","node","4627366946","cafe","",""
"Hocam Kumpir","39.8924386","32.7883506","node","4627537415","fast_food","",""
"Chicken Run","39.892469","32.7883515","node","4627537416","fast_food","",""
"Makara","39.8925434","32.7884523","node","4627537418","fast_food","",""
"Kebap 1956","39.8926936","32.7883317","node","4627537419","restaurant","",""
"Palet","39.8472399","32.8282535","node","4627699748","","pastry",""
"Döneristan","39.9222842","32.8553372","node","4630875928","fast_food","",""
"Ankara Simitçisi","39.9231245","32.8549042","node","4630875929","cafe","",""
"Urfalı Kebap","39.9236659","32.8563061","node","4630875931","restaurant","",""
"Hicaz Pastanesi","39.9235845","32.8568041","node","4630875934","cafe","",""
"Simit Dünyası","39.9224626","32.8509483","node","4639694409","cafe","",""
"Mado","39.8480062","32.8336042","node","4642357889","cafe","",""
"Popeyes","39.8477852","32.8330686","node","4642357891","fast_food","",""
"Arby's","39.8474532","32.8318565","node","4642357892","fast_food","",""
"Günaydın","39.8475914","32.8325011","node","4642357893","restaurant","",""
"Baklavacı Hacıbaba","39.8925199","32.8123048","node","4652805870","restaurant","",""
"HD İskender","39.8884039","32.8116021","node","4652806137","restaurant","",""
"El Paso","39.888017","32.8116477","node","4652806141","restaurant","",""
"Karacabey İskendercisi","39.9069628","32.8141075","node","4652849984","restaurant","",""
"Guguklu","39.8961942","32.8127152","node","4652850611","restaurant","",""
"Özsüt","39.8960625","32.8126884","node","4652850612","cafe","",""
"Saray","39.9043394","32.8149015","node","4652969771","restaurant","",""
"Mis Başak Restaurant","39.9083524","32.8095944","node","4653287089","restaurant","",""
"Ankara Hamsi","39.9303677","32.816351","node","4658725694","restaurant","",""
"Pizza by Pino","39.8473815","32.8566265","node","4660026414","restaurant","",""
"Mado","39.847534","32.8563049","node","4660026417","cafe","",""
"Adıyaman Çiğ Köftecisi","39.8477631","32.8565706","node","4660026418","fast_food","",""
"Güllüoğlu","39.8854052","32.8551628","node","4661050657","cafe","",""
"Tchibo","39.8759701","32.8702273","node","4663712041","cafe","",""
"Newcastle","39.875795","32.8705546","node","4663712042","pub","",""
"Popeyes","39.8757889","32.8692564","node","4663712043","fast_food","",""
"Özsüt","39.8759783","32.8705545","node","4663712044","cafe","",""
"Kahve Dünyası","39.8759638","32.8698706","node","4663712045","cafe","",""
"HD İskender","39.8759515","32.8695112","node","4663712046","restaurant","",""
"Burger King","39.8759474","32.869243","node","4663712047","fast_food","",""
"Derya Ekmek Fırını","39.9481638","32.5684327","node","4670644525","","bakery",""
"Behzat","39.848396","32.8393766","node","4673849281","restaurant","",""
"Fameo Express","39.8713113","32.7498922","node","4677808863","cafe","",""
"Tchibo","39.9096108","32.7784502","node","4678974435","cafe","",""
"Tadım Pizza","39.9098741","32.7787077","node","4678974441","fast_food","",""
"Gloria Jean's","39.9096108","32.7781632","node","4678974442","cafe","",""
"Domino's","39.9105818","32.7779567","node","4678974443","fast_food","",""
"Starbucks","39.9096169","32.7778923","node","4678974444","cafe","",""
"Subway","39.9102732","32.7779192","node","4678974445","fast_food","",""
"Popeyes","39.9104111","32.7779165","node","4678974446","fast_food","",""
"Burger King","39.9100696","32.7779138","node","4678974448","fast_food","",""
"McDonald's","39.909833","32.7778977","node","4678974449","fast_food","",""
"HD İskender","39.9098515","32.7771306","node","4678974475","restaurant","",""
"Subway","39.9095387","32.7771306","node","4678974476","fast_food","",""
"Popeyes","39.9092754","32.777093","node","4678974477","fast_food","",""
"Burger King","39.9091849","32.7763742","node","4678974479","fast_food","",""
"McDonald's","39.909045","32.7758968","node","4678974480","fast_food","",""
"Mado","39.9095058","32.7754783","node","4678974484","cafe","",""
"Demlik","39.9092384","32.7755266","node","4678974485","cafe","",""
"Starbucks","39.9089462","32.7756017","node","4678974487","cafe","",""
"Zeynel","39.9497308","32.8312925","node","4679476621","cafe","",""
"Sbarro","39.9500413","32.8320542","node","4679476622","fast_food","",""
"Zeynel","39.9497431","32.8317726","node","4679476623","cafe","",""
"Starbucks","39.9497411","32.8321186","node","4679476624","cafe","",""
"Subway","39.9502634","32.8320783","node","4679476625","fast_food","",""
"Popeyes","39.9504484","32.8320569","node","4679476626","fast_food","",""
"McDonald's","39.9506355","32.8320435","node","4679476627","fast_food","",""
"Burger King","39.9508082","32.8320327","node","4679476628","fast_food","",""
"Aydın Ekmek Fabrikası","40.2202841","33.0352128","node","4716325014","","bakery",""
"Bakerman","39.9863937","32.6411428","node","4726510790","","bakery",""
"Jaffa Coffee Co.","39.9073277","32.8611672","node","4739267239","cafe","",""
"La Gioia","39.9006127","32.8625086","node","4739267240","restaurant","",""
"Farabi Sahnesi","39.8962202","32.8591748","node","4739270327","cafe","",""
"Starbucks","39.8992149","32.8626441","node","4739281321","cafe","",""
"Linaria pastanesi restaurant","39.965144","32.5791527","node","4747126423","restaurant","",""
"Mado","39.9825748","32.689106","node","4751782288","cafe","",""
"anzelha","39.9821669","32.6894608","node","4751785086","restaurant","",""
"Domino's Pizza","39.9682043","32.6357946","node","4753908343","fast_food","",""
"Fırıncı Orhan","39.9825215","32.6252669","node","4753910379","restaurant","",""
"Burger King","39.9861908","32.6470699","node","4755184748","fast_food","",""
"Liman Pastanesi","39.9952146","32.8569476","node","4770157643","","pastry",""
"Kite","39.8987576","32.8537041","node","4773860021","nightclub","",""
"Varuna Gezgin","39.9216323","32.8288633","node","4773873121","cafe","",""
"Varuna Gezgin","39.9039723","32.8623044","node","4773890221","cafe","",""
"Ruhi Bey","39.8971317","32.8658798","node","4773895921","bar","",""
"homies pub","39.8941074","32.8580478","node","4774982347","bar","",""
"n blok büstü","39.8671804","32.7309951","node","4793464874","","","artwork"
"Linsa Gıda","39.9102319","32.8190289","node","4805384849","cafe","",""
"SushiCo","39.877488","32.7058449","node","4808300322","restaurant","",""
"Osmanlı Sofrası - Pursaklar","40.0373469","32.8970174","node","4813597330","restaurant","",""
"Mutlu Günler Fırını","39.9715869","32.6532549","node","4817169071","restaurant","",""
"Mado","39.9863863","32.6470778","node","4824195813","cafe","",""
"Kardeşler 2 Pide ve Kebap Salonu","39.9824316","32.6500503","node","4824195835","restaurant","",""
"As Pide ve Kebap Salonu","39.9466518","32.6678095","node","4824195836","restaurant","",""
"Çiğköfteci Ömer Usta","39.9794033","32.6308","node","4826686074","restaurant","",""
