name,lat,lon,type,id,amenity,shop,tourism
"Coffee de Madrid Elvankent","39.9499422","32.6113468","node","13131624195","cafe","",""
"Komagene","39.9634984","32.8704732","node","13136677833","fast_food","",""
"Ankara Büyükşehir Belediyesi Halk Ekmek","39.9846839","32.6287594","node","13141688193","","bakery",""
"McDonald's","39.9784927","32.6267534","node","13141692428","fast_food","",""
"Komagene","39.984083","32.6292555","node","13141713854","fast_food","",""
"Aspava","39.9894539","32.6436974","node","13141713856","restaurant","",""
"Lügat Kitap Kahve","39.934605","32.8715672","node","13157728301","cafe","",""
"Büyülü Bahçe","39.770306","32.7729603","way","26324266","restaurant","",""
"Atatürk ve Kurtuluş Savaşı Müzesi","39.9249828","32.8376958","way","28241510","","","museum"
"Midas'ın Tümülüsü","39.6541316","31.9979511","way","90817937","","","attraction"
"Yumurtatepe Tümülüsü","39.9532066","32.7896485","way","150196183","","","attraction"
"Kalecik Kalesi","40.095473","33.4054652","way","170012181","","","attraction"
"Parlasan Kalesi","39.0545593","33.5869536","way","180853415","","","attraction"
"Gordion","39.6504473","31.9781985","way","181388931","","","attraction"
"Çubuk Kent Müzesi","40.2387315","33.0311131","way","210189489","","","museum"
"Etnografya Müzesi","39.9326719","32.8552989","way","217483084","","","museum"
"Ciğerci Apo","39.9091409","32.8178123","way","225212946","restaurant","",""
"Cin Ali Müzesi","39.9056802","32.8626439","way","225920084","","","museum"
"Lunapark","39.9781971","32.5841191","way","226315180","","","theme_park"
"Evcil Hayvanlar Parkı","39.9735965","32.5868731","way","226317637","","","zoo"
"Ova Piknik","39.8996326","32.8750656","way","228185913","restaurant","",""
"Kafeterya","39.8937215","32.7839564","way","229130850","cafe","",""
"Sosyal Bina","39.8946455","32.7851486","way","230532081","restaurant","",""
"Hacegan Sofrası","39.9669391","32.7973188","way","230605258","restaurant","",""
"Demetevler Lunaparkı","39.967969","32.7978906","way","243148640","","","theme_park"
"Gençlik Parkı Başkent Güneşi Lunaparkı","39.9357093","32.8480371","way","245048870","","","theme_park"
"PTT Pul Müzesi","39.9381236","32.8547086","way","267159228","","","museum"
"Türkiye İş Bankası İktisadi Bağımsızlık Müzesi","39.9427523","32.8549527","way","289497043","","","museum"
"Hacıtuğrul Höyüğü","39.707484","32.2212089","way","290912760","","","attraction"
"Alagöz Karargah Müzesi","39.746629","32.4785716","way","293503614","","","museum"
"Ankara Resim ve Heykel Müzesi","39.9333126","32.855749","way","318274938","","","museum"
"Serender Pastanesi","39.8677789","32.6850265","way","325760655","restaurant","",""
"Abdürrahim Tuncak Atatürk Müzesi","39.8854822","32.6512709","way","332236303","","","museum"
"ODTÜ Ata Heykeli","39.8972641","32.7827461","way","332455302","","","artwork"
"Adem Doruk Canlı Alabalık Tesisleri","39.9653078","32.6438722","way","343976706","restaurant","",""
"Mazi Kahvesi","39.9765751","32.6483953","way","343979238","cafe","",""
"Masa Lounge","39.9790213","32.6482237","way","343979441","cafe","",""
"Butikek Eryaman 2. Etap","39.9807863","32.6493145","way","343979808","cafe","",""
"Anadolu Medeniyetleri Müzesi","39.9379522","32.8617633","way","363095473","","","museum"
"Roma Hamamı","39.9464382","32.8532669","way","363095481","","","attraction"
"Lunapark","39.9240084","32.8785559","way","365629492","","","theme_park"
"Family Lunapark","39.9588967","32.9705346","way","380035355","","","theme_park"
"Tomurcuk Kafe","39.9610346","32.8660531","way","381442426","cafe","",""
"Taş Fırın","39.9793","32.8466578","way","391877807","","bakery",""
"Çiftlik Restoranlar","39.9368769","32.7945585","way","399132323","restaurant","",""
"Pembe Köşk","39.8948867","32.8609122","way","404138723","","","museum"
"Türk Hava Kurumu Müzesi","39.9384236","32.8423751","way","405160506","","","museum"
"Altınköy Açık Hava Müzesi","39.9773548","32.9561514","way","413152314","","","museum"
"Estergon Kalesi Türk Kültür Merkezi","39.9807659","32.8664634","way","414061005","","","attraction"
"Cumhuriyet Müzesi","39.9413794","32.8516313","way","419393082","","","museum"
"Kurtuluş Savaşı Müzesi","39.9419036","32.8536796","way","419393108","","","museum"
"Ulucanlar Cezaevi Müzesi","39.9381626","32.8732684","way","420319692","","","museum"
"Mehmet Akif Ersoy Evi ve Müzesi","39.93264","32.8648692","way","421299643","","","museum"
"Kesit Cafe","39.9308503","32.8464759","way","421444532","cafe","",""
"Havacılık Müzesi","39.9489328","32.7029573","way","421506942","","","museum"
"Enerji Parkı","39.9026374","32.7995399","way","422025903","","","museum"
"MTA Tabiat Tarihi Müzesi","39.9023069","32.7984209","way","422026047","","","museum"
"Piramit Kafe","39.8647692","32.7343505","way","422817505","cafe","",""
"ODTÜ Bilim ve Teknoloji Müzesi","39.9013748","32.7715328","way","423686190","","","museum"
"YE-AN","39.96955","32.8272569","way","423804299","restaurant","",""
"Patika Cafe & Bistro","39.9772971","32.6262586","way","423804309","cafe","",""
"Cumhuriyet Lezzet Dünyası","39.9911757","32.6343597","way","429265473","restaurant","",""
"Hosta","39.9680921","32.6228192","way","429331701","","bakery",""
"Buta Bakü","39.95746","32.7398604","way","429586467","cafe","",""
"Müze","39.8969676","32.7825149","way","431068150","","","museum"
"Ankara Vakıf Eserleri Müzesi","39.9356365","32.8549852","way","431477240","","","museum"
"Fameo","39.8685543","32.7635518","way","434685300","cafe","",""
"CerModern","39.9321052","32.849734","way","435399786","","","museum"
"Su Perileri","39.9327545","32.84896","way","435399802","fountain","","artwork"
"Aslanlar Kır Bahçesi","40.1874637","33.022802","way","441286124","restaurant","",""
"Doyan Piknik","39.9491667","32.6117366","way","445916138","restaurant","",""
"Kahveci Hacıbaba","39.9510218","32.6125482","way","446562283","cafe","",""
"Havacılık Müzesi","39.9480413","32.7041646","way","447889090","","","museum"
"Salon Bedirhan","39.9515345","32.6339093","way","452192472","restaurant","",""
"Domino's","39.8972767","32.6426667","way","463857563","fast_food","",""
"Devlet Mezarlığı Müzesi","39.9355175","32.808504","way","468545977","","","museum"
"Augustus Tapınağı","39.9442054","32.8583139","way","469691342","","","attraction"
"Seans Cafe & Bistro","39.9687277","32.8702811","way","471708264","cafe","",""
"TAYMEK","39.854762","32.6055719","way","473259261","restaurant","supermarket",""
"% Arabica","39.8471773","32.8552344","way","473916723","cafe","",""
"McDonald's","39.804928","32.8032963","way","479302181","fast_food","",""
"Cumhuriyet Lezzet Dünyası","39.9508319","32.6116352","way","488096978","restaurant","",""
"Coffee Lab","39.9925949","32.6299197","way","511397929","cafe","",""
"Halk Ekmek Bayii","40.0246962","32.9219003","way","522235530","","bakery",""
"Kütüphane Kantini","39.8706492","32.7348008","way","543801669","restaurant","",""
"Halk Ekmek Kafe","39.9693387","32.7121894","way","546599789","cafe","",""
"YE-AN Pide","39.9462722","32.7676686","way","582428624","restaurant","yes",""
"Mengenli Et","39.9462496","32.7666142","way","582431147","restaurant","",""
"Botanica Garden Cafe & Restaurant & Fırın","39.9406173","32.6388875","way","616056454","restaurant","",""
"Onur Park Restaurant","40.1332179","33.0847921","way","653816786","restaurant","",""
"Hatay Mutfagi","39.8134355","32.5824349","way","677348717","restaurant","",""
"Umut Bufe","39.8097679","32.5705356","way","677348719","restaurant","",""
"Francisco de Miranda","39.8796142","32.8799368","way","682350614","","","artwork"
"ANKA ESPOR MERKEZİ BAYINDIR","39.9220029","32.857303","way","698359673","cafe","",""
"Nusr-Et Steakhouse Ankara","39.8993782","32.8649856","way","745785433","restaurant","",""
"Ziraat Bankası Müzesi","39.939235","32.8537919","way","783129542","","","museum"
"Erimtan Arkeoloji ve Sanat Müzesi","39.9377669","32.8630216","way","871035195","","","museum"
"Rahmi M. Koç Müzesi","39.9370654","32.8634292","way","874846748","","","museum"
"Kelime Müzesi","39.9382976","32.8626734","way","874846758","","","museum"
"Anzelha Restaurant","39.9180493","32.6529768","way","885759966","restaurant","",""
"Ankara Büyükşehir Belediyesi","39.9203889","32.8094013","way","897121005","cafe","",""
"Misbaşak","39.7883739","32.8357391","way","901695677","cafe","",""
"Atatürk Evi","39.9360757","32.7981273","way","911297645","","","museum"
"Çimen Cafe & Bistro","39.8822544","32.6849103","way","943493297","cafe","",""
"IF Sokak Çayyolu","39.8817619","32.6841249","way","943493299","pub","",""
"Pool Pub","39.8832467","32.6842525","way","943493301","restaurant","",""
"Burger King","39.8819184","32.7568792","way","974974117","fast_food","",""
"Vagon","39.9681554","32.7158462","way","1015280691","fast_food","",""
"Yandım Ali Kafe & Restoran","39.9589286","32.8376929","way","1021487388","restaurant","",""
"Kumrucum","39.9685607","32.8191578","way","1028469170","restaurant","",""
"Dönme Dolap","39.7936006","32.8206315","way","1030992025","","","theme_park"
"Damak Unlu Mamülleri","39.7885368","32.8363571","way","1030992054","","bakery",""
"TEİAŞ LOKALİ","39.7990363","32.8217298","way","1031455457","restaurant","",""
"Atatürk","39.9782555","32.8674661","way","1043570259","","","artwork"
"Cengiz Aytmatov","39.9816298","32.8389015","way","1043570260","","","artwork"
"Çubuk 1 Barajı Manzara Tepesi","40.0047903","32.9298895","way","1052186961","","","attraction"
"Halk Ekmek","39.9460778","32.8489582","way","1054290860","","bakery",""
"Beyaz Ev Restoran","39.8846997","32.7344518","way","1055294101","restaurant","",""
"Coffee Lab","39.9693822","32.819852","way","1055809450","cafe","",""
"Tavuk Dünyası","39.9693092","32.8200758","way","1055809451","fast_food","",""
"Köroğlu İşkembecisi","39.9692729","32.8203075","way","1055809452","restaurant","",""
"Halil İbrahim Sofrası","39.9769256","32.8689581","way","1056101495","restaurant","",""
"Container Coffee","39.8667148","32.7351268","way","1060152585","cafe","",""
"Tuz Gölü Yöresel Ürünler","39.075566","33.4110816","way","1082471849","restaurant","",""
"Tavacı Recep Usta Parkvadi","39.8847065","32.8458959","way","1087745638","restaurant","",""
"Dikmen Vadisi Pusu","39.8952504","32.8444841","way","1090206799","cafe","",""
"Sulthane","39.9481241","32.6103311","way","1090208519","cafe","",""
"Mucver","39.8474046","32.6386448","way","1097395607","restaurant","",""
"Beykoz Restorant","39.8920931","32.7026701","way","1097804247","restaurant","",""
"Kalealtı Restorant","39.8924535","32.7025599","way","1097804332","restaurant","",""
"G.M.O. Simitçi Kafe","39.8744103","32.6744089","way","1120759062","cafe","",""
"Atatürk ve Millî Mücadele Müzesi","39.966178","32.8644467","way","1124689363","","","museum"
"Atatürk Kültür Merkezi","39.9435364","32.8404485","way","1131599249","","","museum"
"Sim Dondurma","39.8780256","32.6765546","way","1135707763","ice_cream","",""
"Fevzi Hoca Balık-Köfte Çayyolu","39.8860802","32.7005729","way","1138072161","restaurant","",""
"Türk Tarihi Müzesi","39.9030503","32.6370913","way","1139027799","","","museum"
"Ergenekon Destanı Kompozisyonu","39.90357","32.6396898","way","1139027806","","","artwork"
"1453 İstanbul'un Fethi Kompozisyonu","39.9036129","32.6389614","way","1139027807","","","artwork"
"Kurtuluş Savaşı Kompozisyonu","39.9036578","32.6382559","way","1139027808","","","artwork"
"Kürşat ve 40 Çerisi Kompozisyonu","39.9035087","32.6402778","way","1139027809","","","artwork"
"Çanakkale Savaşı Kompozisyonu","39.9026668","32.6386297","way","1139027810","","","artwork"
"Coffe Lab Batıkent","39.9706329","32.7139679","way","1146509960","cafe","",""
"Mug Kafe","39.9192618","32.797082","way","1146919226","cafe","",""
"BelPa Cofee","39.963486","32.7107795","way","1153234140","cafe","",""
"Köfteci Yusuf","39.9622222","32.7693185","way","1172350078","restaurant","",""
"MSB Çankaya Lojmanları Sosyal Tesisleri","39.8872355","32.8693945","way","1197059398","fast_food","",""
"Deli Pasta","39.8494714","32.6516199","way","1202535768","cafe","",""
"Chifin Cafe Restoran","39.9802138","32.7585833","way","1202542652","cafe","",""
"Beypazarı Tarih ve Kültür Evi","40.1698815","31.916197","way","1212976642","","","museum"
"Yaşayan Müze","40.1709765","31.9178077","way","1212977261","","","museum"
"Beypazarı Kent Tarihi Müzesi","40.1703186","31.9204377","way","1212978041","","","museum"
"Türk Hamam Müzesi","40.1697054","31.9169604","way","1212981946","","","museum"
"Ahmet Adnan Saygun Heykeli","39.9347867","32.8502067","way","1228295398","","","artwork"
"Peçenek Döner","39.9497739","32.8447824","way","1267247153","restaurant","",""
"Dijital Hayvanat Bahçesi","39.9477258","32.7990803","way","1288492297","","","zoo"
"Coffee 1919","39.9122878","32.7801628","way","1291789306","cafe","",""
"Mabel Engelesiz Cafe","39.9268292","32.9024729","way","1301031155","cafe","",""
"N'JOY Lounge","39.880698","32.6834638","way","1313202909","cafe","",""
"Sakarya Meydan Muharebesi Tarihi Milli Parkı","39.4324139","32.4963639","way","1329155615","","","museum"
"Risus","39.8001281","32.6957854","way","1331443881","restaurant","",""
"Çadır Kafe","39.9635819","32.701696","way","1336633533","cafe","",""
"Pizza IL Forno","39.9702825","32.7140717","way","1337332074","restaurant","",""
"Saké Sushi Dining Cocktail Atlantis","39.9700904","32.7141218","way","1337332075","restaurant","",""
"Meva Şehir Fırın","39.9652377","32.6222424","way","1337410139","","bakery",""
"Atatürk Heykeli","40.1867296","31.3521103","way","1343166021","","","artwork"
"MEŞHUR Balıkçı Mithat","40.1877572","31.3506442","way","1343178728","restaurant","",""
"Saygın Kafe","39.5661097","32.1502955","way","1343988238","fast_food","",""
"Hızır Usta","39.910829","32.7729227","way","1347338599","fast_food","",""
"Halk Ekmek","39.7923345","32.8490275","way","1349575101","","bakery",""
"Şehit Emniyet Amiri Yalçın Dizdaroğlu Parkı Tesisi","39.7904689","32.8510858","way","1349751723","fast_food","",""
"Hacı Bayram Veli Evi","39.9452502","32.8580886","way","1351791074","","","museum"
"Alyans Garden","39.7881984","32.8358439","way","1359884881","cafe","",""
"Halk Ekmek","39.7908695","32.8434469","way","1360930045","","bakery",""
"Burger King","39.9242307","32.8462164","way","1362577192","fast_food","",""
"CoffeeHub","39.9243151","32.8458292","way","1362583299","cafe","",""
"McDonald's","40.0002831","32.6430082","way","1363682536","fast_food","",""
"Luma Cafe Lounge","39.793993","32.819084","way","1378410062","cafe","",""
"Botonaik Kütüphane Kafe","39.896694","32.7053375","way","1380829299","cafe","",""
"Melek Cafem","39.8962499","32.7049487","way","1380839673","cafe","",""
"Adem Café Bistro","39.8623192","32.6794247","way","1381983889","cafe","",""
"Riva Cafe","39.9898297","32.6505375","way","1388875294","cafe","",""
"Caff Coffee House","39.9902823","32.6456371","way","1388875298","cafe","",""
"Katre Cafe Bistro","39.9898024","32.6459152","way","1388875299","cafe","",""
"ATEŞHAN ET KEBAP DÖNER","39.9783014","32.6855202","way","1391176010","restaurant","",""
"Kocalar Dinlenme Tesisi","40.4665769","32.3608157","way","1413590130","restaurant","",""
"Kocalar Dinlenme Tesisi","40.4674924","32.3633224","way","1413590132","restaurant","",""
"Zabar Cafe","39.8417692","32.7914104","way","1415250213","cafe","",""
"Kocalar Dinlenme Tesisleri","40.2418288","32.5043067","way","1416676967","restaurant","",""
"Kocalar Dinlenme Tesisleri","40.2411545","32.5011507","way","1416676970","restaurant","",""
"Bereketli Sofra","39.7589834","32.6552332","way","1426189194","restaurant","",""
"Gordion Müzesi","39.6525598","31.9966349","relation","3223333","","","museum"
"Kocatepe Camii","39.9167335","32.8606925","relation","6276462","place_of_worship","","attraction"
"Suluhan","40.1687106","31.9187089","relation","10265961","","","attraction"
"Ay Yıldız","39.9863062","32.6341571","relation","15350833","","","artwork"
"15 Temmuz Demokrasi Şehitleri Müzesi","39.9289649","32.8037554","relation","16363339","","","museum"
